Time(s),Roll_Filtered,Pitch_Filtered,Yaw_Filtered,Label
11.763,48.298024147762156,-75.9236279631956,-38.773101923233334,0
11.813,48.797656965717806,-75.92055156006056,-39.521008782380704,0
11.863,49.3899168402329,-75.92136736162789,-40.326937016888394,0
11.913,50.00470696382844,-75.92739912693129,-41.12053640881115,0
11.963,50.57348692036478,-75.93895743711205,-41.83379833915262,0
12.013,51.04231320443694,-75.95427536848591,-42.41438593056774,0
12.063,51.38009543327572,-75.96922623847902,-42.83485635342492,0
12.113,51.580650865034315,-75.9786520679014,-43.09604618531153,0
12.163,51.65842177938389,-75.9794538655607,-43.223793196810156,0
12.213,51.63958284038204,-75.97454033952067,-43.25982103777173,0
12.263,51.552246624944,-75.97575921602711,-43.24996282834485,0
12.313,51.41999523392105,-76.00360648566186,-43.23439775714552,0
12.363,51.26059063332816,-76.08229096080147,-43.2432510067175,0
12.412,51.087814231751004,-76.23070420425347,-43.297286574514786,0
12.463,50.912615199668,-76.4523621043926,-43.41067929069247,0
12.513,50.74153262505039,-76.72906111474263,-43.592874504206456,0
12.563,50.57337209165737,-77.02237231895457,-43.84819318884071,0
12.613,50.397041399672105,-77.28379484206216,-44.17377159084278,0
12.662,50.193773162978964,-77.46994565217952,-44.558179773470364,0
12.712,49.94528017314531,-77.5564219877107,-44.983395473817666,0
12.762,49.64595257157074,-77.54480312312518,-45.43079932441561,0
12.811,49.314237596105606,-77.46081004566945,-45.88902211143142,0
12.861,48.997829393128235,-77.3453477468281,-46.360034774967176,0
12.911,48.76908518657358,-77.24215269239333,-46.860479575351874,0
12.961,48.710216156968855,-77.18591768887443,-47.41743950569955,0
13.011,48.89147954480462,-77.19388563124092,-48.06058019221768,0
13.061,49.348729772654806,-77.26271533717417,-48.814217245163896,0
13.111,50.06796126306595,-77.3711033180646,-49.69226738532713,0
13.161,50.982632556976554,-77.48705956762328,-50.696543904191245,0
13.211,51.984171975391426,-77.577127507008,-51.815759133007866,0
13.261,52.939819883834794,-77.61413430036488,-53.02130373196321,0
13.31,53.71034005252447,-77.58106439448197,-54.25909147901107,0
13.36,54.16520804401115,-77.47095433140161,-55.4435209765192,0
13.41,54.1990083703635,-77.28476348844822,-56.46352912671969,0
13.46,53.7524446391017,-77.0296087216746,-57.20610355455517,0
13.51,52.83442678760727,-76.7184856151463,-57.591685424834274,0
13.56,51.53531084599433,-76.3707740882246,-57.606996657860876,0
13.61,50.021570472133156,-76.01178752441152,-57.32014230254389,0
13.661,48.50841539595562,-75.66997988246088,-56.869726015715834,0
13.711,47.21490619590192,-75.37183281314122,-56.42963109074903,0
13.761,46.31295947144032,-75.13602026024283,-56.1601202772025,0
13.811,45.88552351420116,-74.96925979371636,-56.161249565166216,0
13.861,45.90782155964456,-74.86573707536549,-56.44404687468888,0
13.911,46.2581414078514,-74.81031722995868,-56.92849496738277,0
13.959,46.754486954394324,-74.78393150774656,-57.468370501004536,0
14.009,47.20541132901024,-74.76871040076095,-57.89523225230925,0
14.06,47.46005537562112,-74.7510565005029,-58.068935425808114,0
14.109,47.44386761336614,-74.72234138031371,-57.9203615025978,0
14.16,47.17195471115977,-74.67821290815215,-57.474312051221304,0
14.21,46.739521807856725,-74.61782583553111,-56.846567395914896,0
14.26,46.294749304117225,-74.54363056262545,-56.216484416568946,0
14.31,46.001320499570554,-74.46136140807685,-55.78220133887401,0
14.36,45.99744587937375,-74.37939124748799,-55.708972259988435,0
14.41,46.35923211584819,-74.30697665637199,-56.08370346205222,0
14.459,47.07868780264048,-74.25173398987042,-56.88996875228836,0
14.509,48.06613052838087,-74.2173143878348,-58.01437156584381,0
14.559,49.179572853176275,-74.20225859837672,-59.2849852927641,0
14.609,50.271890184006025,-74.20042497122277,-60.528970702349156,0
14.658,51.23720170125195,-74.20259534468049,-61.62688867739665,0
14.708,52.03725586564051,-74.19839541044749,-62.54197438166018,0
14.758,52.69754490856283,-74.17778503851521,-63.3138532045856,0
14.808,53.27664026499748,-74.13190367987274,-64.02198930951033,0
14.858,53.82412666562837,-74.05357821893539,-64.7368819146419,0
14.908,54.347278417371726,-73.93799242788543,-65.48120247094515,0
14.958,54.80216438869588,-73.78379879311552,-66.2172632486391,0
15.009,55.112894796247815,-73.59446968957948,-66.86427159154505,0
15.058,55.208672163437704,-73.37923223436182,-67.33488812821622,0
15.108,55.05947081921994,-73.15280712750788,-67.57245361399063,0
15.158,54.69266265255473,-72.93349707634188,-67.57177260767193,0
15.208,54.183827037378364,-72.73982465002736,-67.37620820808542,0
15.258,53.62843935869218,-72.5865926163793,-67.05611746504756,0
15.308,53.10909325336688,-72.48156003148311,-66.68142760586406,0
15.358,52.67197499543566,-72.42368871733221,-66.30097667829774,0
15.408,52.31931003021661,-72.40327672638398,-65.93506558635407,0
15.458,52.017025801887506,-72.40369267515459,-65.58055433913752,0
